INFO    | mcmc.py      | {'ntips': 2, 'root_height': 1000000.0, 'params': [200000.0, 200000.0, 400000.0], 'recomb': 2e-09, 'nsites': 1000000.0, 'nsamples': 4, 'seed': 666, 'name': 'combined-224', 'mcmc_nsamples': 10000, 'mcmc_sample_interval': 5, 'mcmc_print_interval': 50, 'mcmc_burnin': 500, 'threads': 75, 'force': True, 'mcmc_jumpsize': [20000.0, 20000.0, 40000.0], 'log_level': 'INFO', 'log_file': './combined-224.log', 'data_type': 'combined'}
INFO    | mcmc.py      | 6400	1080	118941.050	[165327 208443 368607]	0.49	1:15:13	sample
INFO    | mcmc.py      | 6450	1090	118942.830	[140297 245799 340209]	0.49	1:15:44	sample
INFO    | mcmc.py      | 6500	1100	118943.261	[179801 140759 396078]	0.49	1:16:17	sample
INFO    | mcmc.py      | checkpoint saved.
INFO    | mcmc.py      | MCMC current posterior mean=[177910 192073 401403 118942]
INFO    | mcmc.py      | MCMC current posterior std =[31900 32773 47619     1]
INFO    | mcmc.py      | MCMC current posterior ESS =[415, 340, 515, 671]

INFO    | mcmc.py      | 6550	1110	118943.184	[254286 157983 352488]	0.49	1:16:49	sample
INFO    | mcmc.py      | 6600	1120	118941.179	[153709 217295 378406]	0.49	1:17:20	sample
INFO    | mcmc.py      | 6650	1130	118942.443	[227772 180896 383108]	0.49	1:17:57	sample
INFO    | mcmc.py      | 6700	1140	118942.343	[219977 194259 344385]	0.49	1:18:35	sample
INFO    | mcmc.py      | 6750	1150	118945.442	[147643 311029 341366]	0.49	1:19:08	sample
INFO    | mcmc.py      | 6800	1160	118945.191	[265156 171928 297068]	0.49	1:19:48	sample
INFO    | mcmc.py      | 6850	1170	118941.301	[204430 155377 406190]	0.49	1:20:21	sample
INFO    | mcmc.py      | 6900	1180	118946.147	[ 96917 215801 445986]	0.49	1:20:55	sample
INFO    | mcmc.py      | 6950	1190	118942.075	[225946 170515 394170]	0.49	1:21:28	sample
INFO    | mcmc.py      | 7000	1200	118941.640	[149174 237738 394378]	0.49	1:22:00	sample
INFO    | mcmc.py      | checkpoint saved.
INFO    | mcmc.py      | MCMC current posterior mean=[179252 191607 400602 118942]
INFO    | mcmc.py      | MCMC current posterior std =[32974 33199 48028     1]
